customer_id,age,gender,city,income_level,loyalty_score,membership_years,total_spent,avg_purchase_value,purchase_frequency,preferred_category,last_purchase_days_ago,discount_usage_rate,online_shopper,email_open_rate,sms_response_rate,app_usage,returns_count,satisfaction_score,churn_risk,campaign_response,referral_count,preferred_payment,coupon_redeemed,seasonal_spender,weekend_shopper,avg_cart_size,store_visits_per_month,website_visits_per_month,app_sessions_per_month,customer_segment,preferred_channel,complaints_count,net_promoter_score,account_age_days,has_subscription,subscription_type,days_since_last_login,engagement_score,lifetime_value_estimate,customer_numeric_id,spend_per_purchase,return_ratio,engagement_score_custom,client_score
CUST104372,59,Female,Karaganda,High,55.53,2,9462.45,490.34,4,Beauty,278,0.07,True,0.52,0.26,Low,5,4.11,High,Yes,9,Online Wallet,True,False,True,7.4,6,3,32,Platinum,App,3,-19,1727,True,Premium,296,97.77,16021.67,104372.0,2366.6125,2.25,17.5,4746.884
CUST104373,64,Male,Astana,High,46.26,2,7072.15,406.18,21,Electronics,289,0.17,False,0.13,0.93,High,11,1.86,High,No,0,Cash,True,True,False,10.75,5,11,9,Platinum,App,0,-19,945,False,Basic,135,36.66,9464.31,104373.0,337.7690476190476,1.5238095238095237,10.0,3547.753
CUST104374,47,Male,Astana,Low,52.85,8,2088.31,149.57,26,Groceries,326,0.47,True,0.82,0.14,Medium,13,4.73,Medium,Yes,4,Cash,True,True,False,1.62,12,10,34,Bronze,App,5,30,2632,True,Premium,225,76.42,18584.73,104374.0,81.31961538461539,1.5,22.0,1057.41
CUST104375,58,Female,Karaganda,Medium,32.02,3,6223.02,269.08,14,Groceries,93,0.25,False,0.53,0.47,High,9,1.32,Medium,Yes,6,Online Wallet,False,False,False,14.66,8,7,0,Bronze,Email,7,57,1724,True,Premium,65,63.67,14572.73,104375.0,445.5014285714286,1.6428571428571428,3.5,3119.3160000000003
CUST104376,51,Male,Astana,Low,65.8,7,2097.95,118.53,26,Beauty,185,0.93,True,0.33,0.04,Medium,0,3.2,Medium,Yes,1,Cash,True,False,True,6.4,6,44,30,Bronze,Social Media,3,26,1836,True,Premium,90,61.29,8218.02,104376.0,81.6903846153846,1.0,37.0,1068.715
CUST104377,54,Male,Astana,Low,89.72,0,5632.61,261.85,13,Beauty,328,0.81,True,0.99,0.78,Low,9,1.89,Medium,Yes,4,Cash,True,True,False,10.11,12,44,16,Silver,Email,5,24,791,False,Basic,233,68.71,17089.58,104377.0,434.2776923076923,1.6923076923076923,30.0,2841.421
CUST104378,23,Female,Astana,Medium,78.24,5,7920.35,357.48,26,Electronics,274,0.28,True,0.16,0.66,Medium,0,3.73,High,No,3,Online Wallet,True,False,False,19.57,2,42,19,Gold,Email,3,75,3445,False,,217,23.34,15457.71,104378.0,305.62884615384615,1.0,30.5,3983.6470000000004
CUST104379,24,Male,Shymkent,Medium,46.2,0,8143.8,37.56,41,Groceries,136,0.96,False,0.16,0.84,Low,18,4.25,Medium,No,8,Cash,True,False,True,3.1,0,30,22,Gold,SMS,0,-23,3497,True,,60,16.72,13064.27,104379.0,199.62926829268292,1.4390243902439024,26.0,4082.1600000000003
CUST104380,49,Female,Karaganda,Low,95.39,4,6543.17,73.03,15,Groceries,22,0.38,False,0.6,0.29,Medium,15,4.25,High,No,3,Online Wallet,True,False,True,10.95,9,31,15,Platinum,Social Media,4,-31,548,True,Premium,67,41.29,17258.56,104380.0,437.21133333333336,2.0,23.0,3297.202
CUST104381,49,Male,Almaty,High,98.54,6,7854.73,8.62,27,Clothing,202,0.57,True,0.27,0.55,Medium,18,2.07,High,No,0,Online Wallet,True,True,False,14.7,2,14,12,Platinum,SMS,5,82,3537,True,Basic,146,71.1,14747.31,104381.0,291.91592592592593,1.6666666666666665,13.0,3953.3269999999998
CUST104382,42,Female,Shymkent,Low,49.31,0,4775.13,192.44,23,Clothing,12,0.56,False,0.41,0.96,High,7,2.63,Low,No,9,Card,True,False,True,13.89,1,28,7,Gold,App,9,-52,2249,False,Premium,288,88.58,6035.77,104382.0,208.61434782608697,1.3043478260869565,17.5,2400.958
CUST104383,50,Female,Almaty,High,86.46,8,5551.49,384.82,22,Clothing,327,0.65,True,0.24,0.25,Medium,4,2.45,High,No,6,Cash,False,True,False,2.42,4,49,34,Silver,SMS,8,-21,1982,False,Basic,149,63.31,2532.14,104383.0,253.34045454545455,1.1818181818181819,41.5,2800.883
CUST104384,24,Female,Karaganda,Medium,0.48,8,8808.11,227.51,10,Beauty,274,0.24,True,0.78,0.9,Low,19,1.36,Low,No,5,Card,True,False,False,11.28,7,17,15,Platinum,App,0,93,1103,True,,100,96.61,13377.97,104384.0,881.811,2.9,16.0,4400.399
CUST104385,69,Female,Karaganda,Medium,6.67,5,4981.5,287.54,5,Groceries,4,0.92,True,0.27,0.95,High,0,4.2,Medium,No,5,Card,False,True,False,7.66,10,29,36,Silver,App,2,-81,3190,True,Premium,89,6.84,11882.04,104385.0,997.3,1.0,32.5,2492.751
CUST104386,29,Female,Karaganda,High,2.24,1,3574.2,296.99,4,Clothing,149,0.27,True,0.84,0.38,Low,19,2.39,High,No,3,Cash,False,True,False,7.16,8,49,0,Gold,App,0,16,3600,True,Basic,113,76.56,16880.67,104386.0,894.55,5.75,24.5,1783.972
CUST104387,33,Male,Astana,Low,77.32,1,7990.23,49.32,36,Beauty,260,0.66,True,0.74,0.33,Medium,13,2.68,Low,Yes,0,Online Wallet,False,True,False,8.92,7,47,27,Gold,Social Media,3,26,2005,False,Premium,348,52.81,14151.98,104387.0,222.95083333333332,1.3611111111111112,37.0,4015.711
CUST104388,33,Male,Shymkent,Medium,7.98,8,599.69,91.36,16,Groceries,335,0.77,True,0.3,0.28,High,19,3.72,High,Yes,6,Card,True,False,True,14.6,14,15,31,Platinum,App,3,55,2304,True,Basic,66,71.65,16969.41,104388.0,38.480625,2.1875,23.0,298.439
CUST104389,60,Female,Karaganda,High,1.71,3,9587.73,458.03,32,Groceries,281,0.88,True,0.8,0.84,High,15,3.51,Medium,No,6,Online Wallet,True,True,False,12.24,1,10,8,Platinum,Social Media,4,78,518,True,Basic,151,22.76,3728.45,104389.0,300.6165625,1.46875,9.0,4791.378
CUST104390,53,Male,Almaty,High,14.74,5,3466.65,232.06,11,Clothing,116,0.46,True,0.32,0.68,Low,7,4.35,Medium,No,8,Cash,False,True,True,18.54,8,16,27,Platinum,Social Media,5,62,1629,True,Basic,281,7.58,1668.18,104390.0,316.15000000000003,1.6363636363636362,21.5,1736.347
CUST104391,30,Female,Astana,Low,30.63,9,6333.2,212.21,39,Electronics,79,0.71,False,0.41,0.21,High,4,2.76,High,Yes,7,Online Wallet,False,False,True,4.51,12,22,36,Silver,Email,2,6,1013,True,,223,16.2,6711.23,104391.0,163.38974358974357,1.1025641025641026,29.0,3174.9889999999996
CUST104392,24,Male,Astana,High,46.47,1,6886.01,376.74,33,Groceries,124,0.09,False,0.08,0.86,High,14,4.56,Medium,No,0,Online Wallet,True,True,True,2.43,3,1,23,Bronze,SMS,2,23,1560,False,Premium,290,87.53,15518.46,104392.0,209.66696969696972,1.4242424242424243,12.0,3454.1459999999997
CUST104393,53,Male,Shymkent,High,6.54,3,1457.07,27.37,35,Groceries,304,0.78,False,0.57,0.19,Medium,9,4.95,High,Yes,8,Online Wallet,True,False,True,15.06,1,35,37,Bronze,SMS,5,46,3283,False,,68,45.63,2927.18,104393.0,42.63057142857143,1.2571428571428571,36.0,728.697
CUST104394,64,Female,Shymkent,Low,49.9,1,8246.32,421.19,48,Electronics,139,0.76,False,0.82,0.49,High,6,2.41,Low,No,3,Card,True,True,False,11.41,8,0,7,Silver,Social Media,7,-94,2498,True,,134,21.17,17934.97,104394.0,172.79833333333332,1.125,3.5,4136.93
CUST104395,68,Female,Shymkent,Medium,24.81,2,5763.92,336.87,4,Clothing,351,0.41,False,0.62,0.11,Low,18,1.66,Medium,No,9,Cash,True,False,False,15.05,12,18,28,Bronze,SMS,5,-73,2714,True,,50,63.58,17526.07,104395.0,1441.98,5.5,23.0,2885.8030000000003
CUST104396,26,Male,Astana,Medium,27.44,1,3346.49,76.74,23,Groceries,99,0.31,False,0.55,0.65,High,8,1.67,Low,Yes,6,Cash,False,False,True,5.87,12,6,26,Bronze,App,1,23,1514,False,Premium,82,57.87,18374.96,104396.0,146.4995652173913,1.3478260869565217,16.0,1679.877
CUST104397,49,Male,Karaganda,Medium,82.19,7,8521.79,37.14,3,Electronics,91,0.38,False,0.9,0.66,Medium,8,2.55,Medium,No,4,Online Wallet,True,False,True,1.4,2,8,31,Platinum,App,5,-87,1649,True,,282,77.22,18349.03,104397.0,2841.596666666667,3.6666666666666665,19.5,4283.952
CUST104398,28,Female,Almaty,High,98.69,4,6288.3,6.43,20,Electronics,123,0.09,True,0.44,0.36,High,11,2.65,High,Yes,8,Online Wallet,False,False,False,2.33,4,40,16,Silver,App,5,-65,2006,False,Basic,86,48.07,7977.8,104398.0,315.415,1.55,28.0,3171.5570000000002
CUST104399,25,Male,Karaganda,High,46.39,4,7879.2,150.61,1,Electronics,246,0.64,True,1.0,0.1,Low,13,4.85,High,Yes,3,Cash,False,True,True,19.77,10,38,25,Gold,SMS,0,-23,1738,False,,265,26.91,7437.43,104399.0,7880.2,14.0,31.5,3950.917
CUST104400,50,Male,Almaty,Low,32.18,7,9923.87,165.78,33,Clothing,235,0.91,False,0.46,0.55,Medium,6,4.43,Medium,Yes,3,Cash,True,True,True,12.12,1,18,2,Silver,Email,7,-26,1708,True,Premium,255,30.49,3054.75,104400.0,301.72333333333336,1.1818181818181819,10.0,4970.389000000001
CUST104401,40,Female,Karaganda,High,93.14,7,1389.74,92.52,10,Electronics,3,0.67,True,0.64,0.92,High,2,4.9,Medium,No,3,Cash,False,True,False,5.14,0,26,23,Gold,App,8,54,2747,False,Premium,96,77.39,19570.63,104401.0,139.974,1.2,24.5,722.412
CUST104402,42,Male,Shymkent,High,50.04,6,7521.01,147.11,44,Beauty,358,0.58,True,0.05,0.79,Medium,1,3.31,Medium,Yes,0,Cash,False,False,False,5.77,7,13,2,Bronze,Email,7,56,1198,False,Premium,59,40.78,11337.41,104402.0,171.93204545454546,1.0227272727272727,7.5,3775.3170000000005
CUST104403,25,Female,Almaty,Medium,73.04,4,7600.94,283.21,3,Clothing,358,0.99,True,0.7,0.57,Low,6,1.15,Low,No,1,Online Wallet,False,False,True,11.85,6,18,4,Silver,SMS,1,-44,435,True,,182,31.98,1577.0,104403.0,2534.6466666666665,3.0,11.0,3821.182
CUST104404,62,Female,Astana,High,41.37,6,8759.43,60.87,32,Electronics,92,0.54,True,0.32,0.08,Medium,12,2.35,High,Yes,7,Cash,True,True,True,15.93,10,40,38,Bronze,Social Media,5,-39,1207,True,,343,19.81,12127.75,104404.0,274.7321875,1.375,39.0,4389.726000000001
CUST104405,39,Female,Almaty,High,20.25,0,4139.85,104.56,45,Beauty,280,0.35,True,0.13,0.66,Medium,11,4.44,High,Yes,2,Online Wallet,True,True,True,4.76,10,0,30,Bronze,Email,7,-67,2730,True,Premium,124,66.06,9549.89,104405.0,92.99666666666667,1.2444444444444445,15.0,2073.8
CUST104406,21,Male,Astana,High,65.49,2,8709.55,283.19,38,Groceries,226,0.7,True,0.15,0.34,Medium,1,3.15,Low,Yes,5,Card,False,True,False,5.79,8,46,4,Bronze,App,5,-66,1195,True,Premium,24,55.0,7305.56,104406.0,230.1986842105263,1.0263157894736843,25.0,4374.222
CUST104407,57,Male,Karaganda,Low,66.48,2,6434.84,353.71,31,Groceries,151,0.52,False,0.51,0.74,Medium,10,3.48,Medium,No,9,Online Wallet,True,True,False,16.62,12,39,12,Platinum,App,7,-47,3310,False,Premium,131,65.28,5641.95,104407.0,208.57548387096776,1.3225806451612903,25.5,3235.364
CUST104408,20,Female,Shymkent,High,46.02,1,780.84,465.98,21,Electronics,183,0.97,False,0.59,0.04,Low,4,3.47,Low,Yes,6,Online Wallet,True,False,True,8.08,3,48,33,Platinum,SMS,5,-60,646,True,,219,92.49,19661.67,104408.0,38.182857142857145,1.1904761904761905,40.5,403.426
CUST104409,46,Female,Almaty,Low,26.99,5,412.02,257.72,24,Groceries,274,0.9,False,0.7,0.48,Medium,3,4.9,Medium,Yes,9,Card,True,False,False,11.25,12,7,24,Platinum,App,6,9,1769,True,Basic,16,90.94,13773.84,104409.0,18.1675,1.125,15.5,213.507
CUST104410,58,Male,Astana,Medium,83.18,2,4866.71,61.05,24,Clothing,278,0.95,False,0.45,0.36,Low,14,3.14,High,No,3,Card,False,True,True,11.75,7,47,18,Bronze,Social Media,7,76,1484,False,,99,95.4,11661.34,104410.0,203.77958333333333,1.5833333333333335,32.5,2455.509
CUST104411,46,Male,Karaganda,High,27.53,3,7879.74,297.81,10,Electronics,350,0.0,False,0.86,0.01,Medium,17,3.8,Medium,No,5,Cash,True,True,True,8.03,1,16,8,Bronze,Email,9,-48,787,False,,237,25.74,7087.99,104411.0,788.9739999999999,2.7,12.0,3944.729
CUST104412,51,Male,Shymkent,Low,65.9,2,3903.89,497.7,6,Groceries,82,0.33,True,0.07,0.47,High,14,1.39,Low,No,4,Online Wallet,True,False,False,5.69,1,43,26,Gold,SMS,0,-96,999,False,,44,73.59,5465.97,104412.0,651.6483333333333,3.3333333333333335,34.5,1968.915
CUST104413,51,Female,Shymkent,Medium,38.4,6,8533.14,442.12,28,Electronics,95,0.63,False,0.12,0.15,High,13,2.79,Low,Yes,9,Online Wallet,False,False,True,13.53,0,18,1,Bronze,App,1,75,795,True,Basic,298,62.96,5788.33,104413.0,305.755,1.4642857142857144,9.5,4275.49
CUST104414,45,Female,Shymkent,High,47.25,3,4972.01,391.18,1,Groceries,204,0.31,True,0.23,0.02,High,8,4.56,Low,Yes,2,Card,True,False,False,14.25,5,6,5,Gold,Social Media,1,33,1330,True,Basic,164,39.92,17208.12,104414.0,4973.01,9.0,5.5,2498.5800000000004
CUST104415,30,Male,Karaganda,Low,21.14,4,360.26,368.63,47,Clothing,45,0.66,False,0.1,0.62,Low,18,3.88,Medium,Yes,1,Cash,True,True,False,17.72,5,49,24,Platinum,App,9,-97,334,True,Basic,150,33.72,12684.37,104415.0,8.665106382978724,1.3829787234042552,36.5,182.872
CUST104416,32,Male,Karaganda,Low,64.95,6,9739.28,379.0,46,Electronics,145,0.71,True,0.76,0.99,Medium,1,2.89,Medium,Yes,7,Card,False,False,True,15.83,12,44,22,Bronze,App,3,10,3119,True,Premium,364,88.2,11760.37,104416.0,212.72347826086957,1.0217391304347827,33.0,4888.925
CUST104417,40,Male,Karaganda,Medium,22.58,3,4947.16,49.9,44,Beauty,188,0.62,False,0.36,0.68,Low,14,3.94,High,No,2,Card,False,True,True,2.51,1,15,20,Platinum,SMS,7,80,2722,False,Basic,263,72.8,7875.06,104417.0,113.43545454545455,1.3181818181818181,17.5,2477.5539999999996
CUST104418,61,Female,Shymkent,High,48.57,5,6536.35,262.49,10,Groceries,70,0.46,True,0.6,0.88,Low,13,1.5,High,No,9,Cash,False,False,False,1.62,3,15,11,Gold,Social Media,4,-21,2511,True,Premium,4,41.16,12686.62,104418.0,654.635,2.3,13.0,3280.146
CUST104419,43,Female,Almaty,High,32.85,8,2072.96,346.34,41,Beauty,44,0.7,True,0.76,0.13,Medium,10,4.22,Medium,Yes,7,Cash,True,False,True,13.2,11,9,4,Bronze,SMS,3,73,1722,True,Premium,323,86.28,10062.51,104419.0,51.56,1.2439024390243902,6.5,1044.335
CUST104420,21,Male,Astana,High,96.36,5,3043.57,41.0,30,Electronics,215,0.78,True,0.55,0.3,High,5,4.22,High,No,1,Cash,True,True,False,12.12,14,8,23,Platinum,App,6,-85,3398,False,,184,86.66,15381.75,104420.0,102.45233333333334,1.1666666666666667,15.5,1549.693
CUST104421,43,Male,Karaganda,Low,98.22,4,4894.42,457.81,15,Groceries,120,0.7,True,0.53,0.77,High,19,4.12,Low,No,6,Online Wallet,False,True,False,7.49,12,25,11,Silver,App,3,34,73,False,Premium,234,43.22,7098.53,104421.0,327.29466666666667,2.2666666666666666,18.0,2472.8759999999997
CUST104422,57,Female,Almaty,High,75.35,0,8576.27,68.21,14,Electronics,16,0.81,False,0.45,0.18,High,10,3.19,Low,Yes,9,Online Wallet,False,False,False,9.48,1,33,27,Gold,Email,7,-15,297,True,Basic,91,80.63,1917.78,104422.0,613.5907142857143,1.7142857142857144,30.0,4308.74
CUST104423,26,Female,Astana,Low,98.39,7,1109.35,48.66,24,Clothing,328,0.95,False,0.7,0.6,High,12,1.15,High,No,3,Online Wallet,False,True,False,14.65,12,6,16,Silver,Social Media,7,92,56,False,,32,92.22,13081.58,104423.0,47.22291666666666,1.5,11.0,581.792
CUST104424,22,Male,Shymkent,Low,11.36,4,7825.36,66.1,10,Clothing,289,0.1,True,0.53,0.47,Medium,19,4.24,High,Yes,8,Card,True,False,True,10.1,2,40,18,Bronze,SMS,2,96,2197,False,Basic,324,27.0,18116.27,104424.0,783.536,2.9,29.0,3912.2879999999996
CUST104425,49,Male,Almaty,Medium,99.23,4,5835.57,214.5,26,Groceries,98,0.91,False,0.4,0.6,Medium,11,1.2,Medium,Yes,4,Cash,False,False,False,2.25,9,25,3,Gold,Email,1,46,2888,False,Premium,35,72.22,336.58,104425.0,225.445,1.4230769230769231,14.0,2945.354
CUST104426,37,Male,Shymkent,Low,10.36,2,5046.69,273.87,1,Clothing,49,0.27,False,0.62,0.97,High,7,4.86,High,No,5,Online Wallet,False,True,True,14.27,10,26,16,Bronze,App,0,-36,2072,True,,294,23.47,19531.88,104426.0,5047.69,8.0,21.0,2525.053
CUST104427,67,Female,Astana,Medium,41.55,9,8778.22,51.9,20,Beauty,138,0.56,True,0.96,0.77,Low,18,3.57,Medium,No,1,Cash,False,True,False,16.74,0,20,17,Silver,Social Media,1,-39,2575,True,,114,32.76,8330.67,104427.0,439.91099999999994,1.9,18.5,4397.974999999999
CUST104428,28,Male,Karaganda,Medium,23.89,1,1269.39,394.06,29,Clothing,343,0.94,True,0.81,0.99,Medium,11,1.06,Medium,No,5,Online Wallet,False,True,False,17.45,10,33,12,Gold,Social Media,4,-58,1233,False,,25,97.69,4633.08,104428.0,44.77206896551724,1.3793103448275863,22.5,639.662
CUST104429,32,Female,Shymkent,High,95.38,0,9908.47,104.08,34,Clothing,169,0.62,False,0.45,0.12,Low,16,1.43,Low,Yes,5,Card,True,False,False,7.01,9,12,31,Bronze,App,3,-93,3464,True,Basic,63,29.91,5026.79,104429.0,292.4255882352941,1.4705882352941178,21.5,4979.648999999999
CUST104430,49,Female,Almaty,Medium,63.58,8,8560.87,282.43,2,Electronics,93,0.08,True,0.61,0.46,Medium,18,3.53,High,Yes,2,Online Wallet,False,True,False,13.14,1,30,39,Gold,Email,6,4,1264,False,,209,98.81,14033.21,104430.0,4281.435,10.0,34.5,4295.909
CUST104431,45,Male,Karaganda,High,59.71,4,3324.8,248.11,2,Electronics,212,0.5,False,0.39,0.25,Medium,13,4.99,Medium,No,7,Card,False,False,False,5.35,0,39,23,Gold,SMS,5,48,2138,False,Basic,135,6.7,18318.68,104431.0,1663.4,7.5,31.0,1677.7130000000002
CUST104432,39,Male,Almaty,Medium,99.74,9,4570.61,453.29,2,Groceries,34,0.89,True,0.52,0.67,High,8,1.36,Low,No,6,Online Wallet,True,True,True,3.26,3,16,25,Silver,SMS,4,36,852,True,Premium,90,60.34,5113.04,104432.0,2286.305,5.0,20.5,2313.627
CUST104433,58,Female,Astana,Low,61.24,3,347.53,447.19,8,Clothing,58,0.41,True,0.73,0.01,Medium,1,1.27,High,Yes,5,Cash,False,False,False,11.61,8,34,27,Gold,App,7,66,584,True,Basic,220,71.01,6442.96,104433.0,44.44125,1.125,30.5,191.937
CUST104434,34,Male,Astana,High,64.62,6,5323.29,123.01,25,Beauty,139,0.85,False,0.84,0.89,High,11,3.71,Low,Yes,5,Cash,False,True,True,13.32,1,19,26,Platinum,Social Media,9,35,1923,False,Basic,23,56.82,9513.29,104434.0,213.9316,1.44,22.5,2678.831
CUST104435,43,Female,Karaganda,Low,4.48,3,5522.42,271.52,18,Beauty,11,0.79,True,0.06,0.6,Low,16,3.48,High,Yes,2,Card,True,False,False,19.78,1,45,38,Gold,SMS,8,-85,2033,True,,162,90.07,7553.03,104435.0,307.80111111111114,1.8888888888888888,41.5,2759.3540000000003
CUST104436,61,Male,Almaty,High,85.91,1,9273.1,492.77,45,Clothing,27,0.91,False,0.16,0.67,Low,15,4.47,High,No,0,Card,False,False,False,2.0,1,18,29,Silver,SMS,4,52,2911,False,Premium,100,77.43,17595.43,104436.0,207.0688888888889,1.3333333333333333,23.5,4659.323
CUST104437,24,Male,Almaty,Low,97.01,8,3940.46,169.26,17,Groceries,220,0.26,True,0.58,0.79,Low,3,4.45,Low,Yes,9,Cash,True,True,False,1.46,13,45,32,Bronze,Social Media,5,-52,2951,True,,304,88.26,7679.44,104437.0,232.79176470588234,1.1764705882352942,38.5,1998.7330000000002
CUST104438,59,Male,Almaty,Medium,96.03,7,5749.12,41.47,30,Groceries,173,0.5,True,0.7,0.75,Medium,18,3.53,Medium,Yes,7,Card,False,True,True,9.29,2,11,0,Gold,Email,7,-78,665,True,Basic,295,16.99,3389.83,104438.0,192.63733333333332,1.6,5.5,2899.7690000000002
CUST104439,43,Male,Almaty,High,22.11,3,7432.11,360.43,8,Beauty,364,0.34,False,0.66,0.69,High,5,2.2,High,No,1,Online Wallet,False,True,False,17.95,13,40,3,Silver,App,6,6,2275,False,Basic,240,54.36,2539.52,104439.0,930.01375,1.625,21.5,3721.6879999999996
CUST104440,42,Female,Astana,High,22.59,7,6124.31,254.08,42,Beauty,295,0.53,False,0.25,0.95,Medium,11,3.76,Low,No,1,Cash,True,False,True,10.29,14,28,25,Silver,Email,9,38,3368,True,,125,88.41,14022.08,104440.0,146.81690476190477,1.2619047619047619,26.5,3066.7320000000004
CUST104441,27,Female,Almaty,High,36.6,8,1646.12,470.12,46,Electronics,354,0.02,False,0.65,0.24,Medium,11,1.74,Low,Yes,7,Card,False,False,False,10.06,1,8,24,Silver,Social Media,1,-62,1593,True,Premium,88,13.97,13536.51,104441.0,36.78521739130434,1.2391304347826086,16.0,831.8399999999999
CUST104442,62,Female,Astana,Medium,31.02,1,1800.97,289.72,29,Clothing,284,0.24,True,0.46,0.09,Medium,19,1.41,Medium,No,6,Cash,False,True,False,5.28,6,45,28,Platinum,SMS,0,94,73,False,Basic,279,52.13,1451.24,104442.0,63.10241379310345,1.6551724137931034,36.5,905.9910000000001
CUST104443,36,Male,Almaty,Low,30.56,3,1469.56,258.19,19,Clothing,127,0.97,True,0.24,0.63,High,16,3.78,Low,No,3,Online Wallet,False,False,False,7.05,8,6,32,Silver,Email,6,73,1247,True,Premium,336,55.82,18330.14,104443.0,78.34526315789473,1.8421052631578947,19.0,740.7479999999999
CUST104444,28,Female,Almaty,Medium,60.52,5,2255.52,457.85,37,Clothing,143,0.6,True,0.88,0.06,High,12,2.7,Medium,Yes,2,Card,True,True,False,14.25,2,44,0,Platinum,Social Media,9,-33,2934,True,Premium,359,8.56,1730.19,104444.0,61.96,1.3243243243243243,22.0,1143.5159999999998
CUST104445,30,Female,Shymkent,Medium,80.56,6,3350.46,193.29,24,Beauty,255,0.17,True,0.53,0.55,Medium,13,4.01,High,Yes,4,Card,False,True,False,4.72,8,45,35,Gold,App,5,-92,3404,False,Premium,9,20.97,9289.22,104445.0,140.6025,1.5416666666666665,40.0,1696.798
CUST104446,25,Female,Shymkent,Medium,93.68,4,7422.71,300.74,18,Beauty,301,0.51,False,0.86,0.7,Low,11,1.31,Medium,No,8,Online Wallet,True,True,True,4.38,3,14,11,Silver,Social Media,9,38,89,False,,315,15.93,7080.19,104446.0,413.3727777777778,1.6111111111111112,12.5,3737.259
CUST104447,57,Male,Almaty,Low,6.79,9,703.17,423.62,10,Beauty,219,0.7,False,0.42,0.67,High,4,4.97,Medium,No,7,Online Wallet,False,False,False,6.48,9,3,35,Silver,Email,8,69,2615,True,Basic,206,96.05,13836.81,104447.0,71.317,1.4,19.0,352.82199999999995
CUST104448,21,Female,Astana,Medium,27.8,9,8222.41,300.81,16,Electronics,192,0.6,True,0.63,0.34,Low,3,3.06,Low,No,6,Card,False,False,True,10.92,0,48,10,Platinum,Social Media,3,8,3424,True,Basic,247,23.75,1660.8,104448.0,514.900625,1.1875,29.0,4118.945
CUST104449,64,Male,Almaty,High,25.5,6,2698.38,152.41,41,Beauty,284,0.5,False,0.82,0.68,Medium,0,4.57,High,Yes,8,Cash,True,False,False,2.03,11,39,8,Bronze,Email,5,70,2048,False,,80,1.43,19013.2,104449.0,66.81414634146341,1.0,23.5,1356.8400000000001
CUST104450,48,Male,Shymkent,Medium,35.74,3,6172.89,281.37,42,Electronics,51,0.67,False,0.33,0.33,Medium,9,2.92,Low,No,2,Cash,False,False,False,1.0,3,30,31,Gold,Social Media,2,82,1098,False,,230,56.14,7372.61,104450.0,147.97357142857143,1.2142857142857142,30.5,3095.367
CUST104451,45,Female,Almaty,Low,42.43,7,5572.41,218.85,44,Electronics,39,0.17,False,0.86,0.81,Low,12,1.98,Medium,No,0,Online Wallet,True,True,False,6.63,9,9,39,Silver,SMS,2,48,102,True,Basic,32,35.62,6575.66,104451.0,127.64568181818181,1.2727272727272727,24.0,2796.5339999999997
CUST104452,28,Male,Shymkent,High,38.92,2,1624.82,492.43,5,Beauty,5,0.44,True,0.35,0.87,Low,7,2.29,Medium,No,5,Online Wallet,False,True,True,8.54,12,31,7,Gold,Email,3,34,244,True,Basic,351,0.03,2351.29,104452.0,325.964,2.4,19.0,822.686
CUST104453,60,Female,Almaty,Low,95.21,2,2944.24,30.22,15,Clothing,282,0.75,False,0.2,0.67,Medium,19,4.59,High,Yes,4,Cash,True,True,False,11.79,13,15,9,Silver,Social Media,0,-20,75,False,Basic,217,98.15,6694.56,104453.0,197.28266666666664,2.2666666666666666,12.0,1496.883
CUST104454,18,Female,Karaganda,Medium,43.71,4,3029.62,385.14,23,Groceries,164,0.58,False,0.74,0.63,Low,17,3.8,Low,No,3,Card,True,False,False,2.9,3,35,6,Silver,Email,9,49,472,False,Premium,81,95.51,15534.41,104454.0,132.72260869565216,1.7391304347826086,20.5,1524.523
CUST104455,66,Female,Almaty,Low,55.16,5,6275.92,16.89,31,Electronics,262,0.91,False,0.33,0.29,Medium,5,1.77,High,Yes,7,Cash,False,True,True,14.17,10,39,33,Platinum,Social Media,3,54,545,False,,351,25.73,8693.53,104455.0,203.4490322580645,1.1612903225806452,36.0,3153.508
CUST104456,64,Female,Astana,High,74.86,2,7906.15,303.94,30,Clothing,76,0.44,False,0.95,0.47,Medium,3,2.4,Low,Yes,2,Cash,False,True,True,3.8,1,45,16,Platinum,Email,1,10,1717,False,Premium,200,60.29,5425.27,104456.0,264.5383333333333,1.1,30.5,3974.933
CUST104457,69,Female,Shymkent,Low,72.51,9,9963.26,218.31,7,Beauty,175,0.13,True,0.8,0.23,Medium,10,1.13,High,Yes,1,Card,False,False,False,9.48,13,25,17,Bronze,SMS,7,94,926,False,Basic,261,90.94,6729.8,104457.0,1424.3228571428572,2.428571428571429,21.0,5001.383
CUST104458,55,Male,Karaganda,High,58.3,1,1049.38,455.67,20,Electronics,235,0.05,True,0.23,0.7,High,3,3.57,Medium,Yes,7,Card,True,False,True,11.37,6,31,1,Gold,App,8,-66,1871,False,,331,41.19,7996.43,104458.0,53.46900000000001,1.15,16.0,541.58
CUST104459,41,Female,Shymkent,High,86.08,4,9392.8,271.97,39,Groceries,141,0.48,True,0.99,0.65,High,8,2.49,Medium,Yes,0,Card,False,True,True,18.19,10,27,29,Gold,Social Media,1,-61,1234,True,Basic,189,51.34,2567.38,104459.0,241.84102564102562,1.205128205128205,28.0,4720.623999999999
